Role,University,Localization,Faculty,Gender,Academic_Age,Age
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PA,Univ. ROMA TRE,Centre,ECONOMIA,F,11,42
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,Univ. Catt. S.Cuore,North,ECONOMIA,M,32,58
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,20,48
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
RU,Univ. CAGLIARI,Island,ECONOMIA,M,10,42
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
PO,"ROMA ""La Sapienza""",Centre,ING.INFOR.INFORM.ST.,M,32,71
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
RU,Univ. PADOVA,North,INGEGNERIA,M,5,42
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
PO,Univ. NAPOLI,South,SCIENZE POLITICHE,F,20,54
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
RU,Univ. SALERNO,South,ECONOMIA,M,6,35
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
PO,Univ. FIRENZE,Centre,ECONOMIA,M,20,57
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
RU,Univ. della CALABRIA,South,ECONOMIA,M,12,41
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PO,Univ. della CALABRIA,South,ECONOMIA,F,14,47
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PA,Univ. della CALABRIA,South,SCIENZE POLITICHE,M,20,49
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
PO,Univ. FOGGIA,South,ECONOMIA,M,18,45
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
RU,Univ. BARI,South,ECONOMIA II,M,7,40
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
PO,Univ. NAPOLI,South,ECONOMIA,M,32,62
